unit,schedule,treatment,treatment_5,treatment_25,npv_5_percent,stock_0,stock_5,stock_25,harvest_value_5,harvest_value_25,stock_1_0,stock_1_5,stock_1_25,stock_2_0,stock_2_5,stock_2_25,stock_30_0,stock_30_5,stock_30_25
43124564,7,below_5 + even_25,below,even,2240.5020224116324,20.42743917492173,19.541543028289134,24.990511405869682,587.3576859896241,3015.8811448998067,0.0,0.0,0.0,1.531363820256523,1.3632376275413143,2.4203098801208367,18.896075354665207,18.17830540074782,22.570201525748843
43124564,8,above_5,above,donothing,2040.1945723394206,20.42743917492173,17.840660399528538,71.21273319993375,697.8964608593203,0.0,0.0,0.0,0.0,1.531363820256523,1.8751850788923226,10.386633825880969,18.896075354665207,15.965475320636216,60.826099374052795
43124564,9,above_5 + below_25,above,below,2152.3385946614526,20.42743917492173,17.840660399528538,26.94663519425808,697.8964608593203,2409.259090135113,0.0,0.0,0.0,1.531363820256523,1.8751850788923226,3.3793229763274533,18.896075354665207,15.965475320636216,23.567312217930624
43124564,10,above_5 + above_25,above,above,2173.0948084893053,20.42743917492173,17.840660399528538,24.202328382327384,697.8964608593203,2855.1776135312066,0.0,0.0,0.0,1.531363820256523,1.8751850788923226,4.056882125463643,18.896075354665207,15.965475320636216,20.14544625686374
43124564,11,above_5 + even_25,above,even,2164.1293729722547,20.42743917492173,17.840660399528538,24.8303447274104,697.8964608593203,2662.567641379076,0.0,0.0,0.0,1.531363820256523,1.8751850788923226,3.621595280298072,18.896075354665207,15.965475320636216,21.208749447112318
43124564,12,even_5,even,donothing,2058.0401605818065,20.42743917492173,18.73090551128734,71.03021936006391,645.5000988807411,0.0,0.0,0.0,0.0,1.531363820256523,1.6519114540474682,8.683559069999149,18.896075354665207,17.078994057239875,62.34666029006478
43124564,13,even_5 + below_25,even,below,2174.292387001382,20.42743917492173,18.73090551128734,27.57186341249218,645.5000988807411,2497.518168605791,0.0,0.0,0.0,1.531363820256523,1.6519114540474682,2.770620464922533,18.896075354665207,17.078994057239875,24.801242947569655
43124564,14,even_5 + above_25,even,above,2195.690428202084,20.42743917492173,18.73090551128734,24.714502906633715,645.5000988807411,2957.225464691833,0.0,0.0,0.0,1.531363820256523,1.6519114540474682,3.532786946929528,18.896075354665207,17.078994057239875,21.18171595970419
43124564,15,even_5 + even_25,even,even,2188.686208558397,20.42743917492173,18.73090551128734,24.76670608642792,645.5000988807411,2806.749500869181,0.0,0.0,0.0,1.531363820256523,1.6519114540474682,3.0277698310435093,18.896075354665207,17.078994057239875,21.73893625538441
43124565,0,donothing,donothing,donothing,5060.738690949407,62.44339071394591,99.87560211550306,260.49104492323613,0.0,0.0,0.0,0.0,0.0,8.888601901190713,13.610199867758444,35.77200356007242,53.554788812755184,86.2654022477446,224.7190413631638
43124565,1,below_25,donothing,below,5586.95616570842,62.44339071394591,99.87560211550306,75.208711779985,0.0,11305.054056385628,0.0,0.0,0.0,8.888601901190713,13.610199867758444,9.919334408858258,53.554788812755184,86.2654022477446,65.28937737112669
43124565,2,above_25,donothing,above,5645.237912550045,62.44339071394591,99.87560211550306,68.73639319087879,0.0,12557.156713840892,0.0,0.0,0.0,8.888601901190713,13.610199867758444,9.578012550496272,53.554788812755184,86.2654022477446,59.158380640382525
43124565,3,even_25,donothing,even,5632.161492421935,62.44339071394591,99.87560211550306,66.21332856760893,0.0,12276.22792773397,0.0,0.0,0.0,8.888601901190713,13.610199867758444,9.092763346021146,53.554788812755184,86.2654022477446,57.12056522158775
